rainfall_intensity_mmh,rainfall_24h_mm,rainfall_72h_mm,antecedent_precip_index,soil_moisture_vwc,pore_water_pressure_kpa,slope_deg,elevation_m,lithology_weakness,historical_density,distance_to_road_cut_m,distance_to_drainage_m,sensor_anomaly_score,risk_score,landslide_occurred
15.08,93.75,193.42,172.92,81.53,48.0,32.25,2307.1,2,1.69,29.4,146.2,6.3,96.0,1
4.0,29.83,81.63,93.12,35.42,4.95,39.06,612.7,4,0.86,113.1,347.9,0.07,79.8,1
1.42,11.3,18.29,44.14,16.13,0.0,38.83,1498.1,1,3.86,67.0,122.8,10.64,43.4,0
24.68,100.97,168.12,125.2,81.11,48.0,38.15,2238.9,4,0.45,72.0,15.9,0.12,96.3,1
3.38,31.53,79.81,80.53,41.28,8.93,35.49,670.7,3,0.67,13.4,6.9,3.99,87.6,1
28.23,131.99,232.99,166.95,86.76,48.0,43.32,1070.4,2,6.34,35.7,174.7,7.51,97.6,1
30.38,122.83,309.41,242.48,88.0,48.0,33.82,559.6,4,1.46,21.9,13.0,19.26,100.0,1
6.19,74.24,132.15,108.31,59.94,29.79,47.83,1648.3,3,0.77,166.2,13.3,5.64,99.6,1
3.58,18.0,26.03,59.44,33.05,0.0,20.3,1705.2,3,3.55,143.6,99.7,10.59,48.6,0
3.88,31.52,66.94,65.69,40.54,6.49,41.58,1694.8,1,2.45,189.6,42.3,0.28,72.7,1
6.7,77.12,129.21,126.07,66.62,34.96,40.15,1438.5,3,1.53,144.2,41.1,3.53,100.0,1
2.17,14.59,35.9,43.34,28.09,0.0,30.27,1867.1,2,3.96,16.5,118.0,17.67,68.7,0
4.65,19.44,44.68,53.85,30.93,0.0,32.98,375.3,2,0.18,461.3,59.3,15.0,21.3,0
2.93,35.69,96.11,95.17,48.3,11.65,39.95,2310.8,2,0.9,25.1,44.6,29.13,100.0,1
17.51,97.33,242.95,166.08,88.0,48.0,43.79,766.4,1,2.99,51.8,130.0,1.22,96.6,1
8.25,49.92,82.53,101.31,44.48,12.73,21.13,555.3,3,0.88,147.3,61.9,0.1,83.1,1
8.18,35.8,90.23,89.46,37.56,1.57,41.34,2276.4,3,4.7,18.2,15.1,5.93,92.7,1
1.58,16.74,38.49,52.87,32.65,0.0,32.11,2043.9,3,0.3,22.4,206.6,2.27,40.0,0
7.14,36.47,85.21,98.16,41.61,10.01,45.56,1906.2,3,0.74,251.1,158.6,0.49,84.4,1
33.99,173.77,445.74,333.69,88.0,48.0,20.37,520.0,4,1.0,48.4,42.9,12.81,99.9,1
2.64,13.65,30.07,48.05,28.61,0.0,56.79,1995.8,1,2.09,131.4,157.1,0.04,45.6,0
6.34,26.39,54.16,81.93,29.39,0.0,28.47,1578.9,3,0.39,234.9,560.6,0.01,36.6,0
19.36,88.03,201.7,139.02,69.66,33.23,48.15,1837.0,4,0.02,434.3,564.2,2.31,96.0,1
4.79,54.94,99.83,74.99,32.26,0.0,35.41,2353.9,1,6.75,28.3,136.6,9.0,97.6,1
7.39,46.16,76.42,81.53,51.88,13.48,29.04,708.3,3,4.12,15.7,18.6,4.0,97.3,1
7.3,49.47,111.96,93.71,54.68,24.06,38.25,1359.2,3,0.64,162.0,110.3,31.98,97.2,1
3.78,28.46,49.16,57.85,33.06,0.0,44.75,1882.0,2,1.19,25.0,4.9,8.54,68.1,0
2.62,16.74,25.31,36.21,23.08,0.0,22.8,1210.7,2,1.21,104.2,96.6,0.15,17.2,0
8.85,60.9,85.3,78.66,26.63,0.0,41.96,414.8,4,3.66,91.3,432.3,8.48,97.6,1
9.22,60.08,135.28,129.95,53.51,20.07,35.9,534.0,3,1.64,98.5,113.4,2.61,97.2,1
18.51,75.1,143.21,124.79,64.39,26.79,40.9,1564.4,3,3.15,125.9,143.9,33.13,97.8,1
9.25,97.26,238.61,204.98,88.0,48.0,36.09,898.5,4,4.37,228.4,31.0,7.57,100.0,1
7.61,32.14,61.87,80.63,41.18,12.02,31.14,589.5,4,1.5,38.1,2.8,3.56,89.8,1
4.49,27.78,57.79,54.88,37.13,3.72,26.54,1013.8,3,0.61,97.2,903.3,8.16,49.5,0
10.89,58.53,115.29,91.84,60.1,25.24,41.72,722.1,3,1.24,49.3,74.3,0.58,100.0,1
9.23,41.73,96.43,82.8,45.03,12.63,41.67,350.3,4,3.43,46.1,59.0,10.05,96.9,1
7.98,56.47,107.21,112.63,56.53,20.96,41.63,618.8,3,1.58,2.5,152.5,30.86,100.0,1
9.3,60.75,167.01,114.78,64.46,27.5,39.63,2154.5,3,4.07,109.8,246.2,15.26,93.2,1
13.78,92.08,249.59,177.59,84.6,48.0,44.03,325.3,2,4.06,431.3,52.1,21.49,100.0,1
3.12,21.72,56.18,82.24,29.7,0.0,47.95,1925.1,2,0.84,171.9,133.7,1.14,50.0,0
4.55,19.17,51.54,67.29,28.04,0.0,20.05,1882.3,3,1.07,33.4,72.8,7.03,40.5,0
3.72,16.82,34.13,37.39,33.51,0.0,16.09,1484.9,5,2.04,151.1,118.0,6.93,42.3,0
3.66,37.12,79.86,66.77,37.9,0.98,50.6,737.7,4,0.21,42.3,31.7,23.58,86.6,1
1.17,11.93,29.09,62.72,21.95,0.0,24.6,2143.9,3,1.13,168.1,128.4,26.36,35.0,0
5.6,36.69,87.12,101.85,48.68,11.96,26.77,1297.7,3,0.29,231.7,8.7,1.29,79.4,0
2.72,28.13,74.47,64.93,42.82,8.61,33.56,663.7,1,3.39,48.8,329.9,0.36,79.2,1
2.46,13.27,31.88,44.64,34.7,0.0,21.94,1200.9,3,5.15,0.3,177.8,0.37,84.1,1
4.39,42.08,117.71,119.07,56.03,19.21,32.76,709.3,3,0.27,43.7,510.9,22.33,100.0,1
0.9,5.31,10.03,46.21,18.29,0.0,27.94,1089.6,3,1.98,27.7,164.8,10.49,36.2,0
0.33,4.1,10.51,48.46,23.4,0.0,34.02,1343.0,4,1.82,115.7,36.2,0.62,37.7,0
8.18,61.12,145.26,122.75,61.42,31.42,38.38,1055.8,1,2.57,41.1,119.1,0.65,92.0,1
3.11,15.96,37.79,70.58,25.07,0.0,33.08,1679.8,3,2.14,4.4,196.7,16.56,81.8,1
2.66,16.37,30.39,39.42,21.88,0.0,32.65,2265.4,3,0.44,90.9,84.4,0.82,20.2,0
6.86,27.87,69.67,57.34,35.42,0.81,38.19,1031.1,2,0.62,249.2,144.8,2.76,40.9,0
13.36,58.45,155.52,137.98,75.76,36.8,44.88,1047.1,3,0.33,72.0,32.0,24.89,100.0,1
2.48,17.6,30.02,48.78,25.93,0.0,49.63,1850.4,3,4.57,56.6,270.2,0.47,76.3,1
3.56,40.56,92.3,103.45,53.24,16.33,34.14,1414.2,4,1.33,23.6,432.5,4.09,94.9,1
0.79,3.53,6.88,13.12,19.11,0.0,51.51,1200.6,2,6.73,58.8,68.1,12.29,79.3,1
3.2,13.61,37.91,67.61,35.95,0.0,43.45,2009.0,3,1.07,48.2,283.8,1.62,53.8,0
5.86,26.68,55.25,54.11,40.88,1.81,25.53,2171.2,5,1.45,634.0,17.4,2.25,60.3,1
3.93,38.66,66.47,77.68,44.33,11.06,25.28,1540.2,4,2.8,3.7,51.0,2.38,93.1,1
12.21,48.91,94.62,68.31,48.82,13.02,31.09,688.7,4,2.87,32.8,111.5,3.16,100.0,1
6.42,51.82,119.97,110.41,61.86,25.49,48.28,1279.2,3,0.47,8.5,87.9,5.77,100.0,1
28.1,138.36,208.44,172.76,80.63,48.0,31.74,1359.2,1,0.61,233.7,174.0,2.0,100.0,1
7.63,32.57,73.13,69.13,50.76,15.9,19.91,1207.6,5,0.19,64.8,149.0,10.45,80.9,1
2.34,19.49,52.69,48.94,25.03,0.0,34.05,851.1,2,2.95,190.9,16.4,6.81,44.6,0
16.13,68.81,178.25,145.06,72.0,38.03,19.17,1291.9,5,2.84,141.4,25.4,24.92,97.9,1
3.24,24.46,36.57,66.26,31.94,0.0,27.03,1237.7,2,0.15,315.8,9.6,9.47,27.5,0
6.22,25.27,70.51,65.39,34.12,0.0,31.01,739.9,2,0.54,2.9,548.9,1.51,67.0,0
1.54,12.09,28.74,35.04,31.53,0.0,37.27,2197.2,3,1.08,27.9,186.6,1.49,42.0,0
3.58,14.8,24.09,33.21,17.8,0.0,44.71,2159.2,3,1.4,145.3,348.3,5.61,34.9,0
11.54,129.49,183.54,167.01,67.46,42.39,41.9,1895.2,4,1.33,105.6,140.3,14.89,98.2,1
14.22,70.91,116.27,96.74,40.56,12.37,25.98,1142.0,5,7.34,142.4,38.8,3.29,100.0,1
8.26,48.46,124.72,86.23,64.27,25.39,32.84,1077.7,3,2.6,102.8,177.3,0.67,94.7,1
3.64,22.59,32.3,61.17,27.66,0.0,36.65,1804.6,1,0.22,104.4,126.7,4.33,20.9,0
2.48,21.04,36.33,60.08,43.17,3.65,33.77,1577.1,3,0.63,323.6,94.4,5.17,50.6,0
1.62,8.1,19.92,23.73,30.4,0.0,33.71,1561.3,4,0.76,305.0,83.7,20.09,28.9,0
2.11,18.78,41.7,76.42,34.36,1.89,21.36,560.6,3,0.68,4.6,189.0,11.65,64.2,0
5.59,32.13,80.18,84.48,38.93,6.09,26.2,1598.4,2,2.77,64.1,173.1,13.36,81.5,1
5.92,48.07,117.51,103.92,46.63,9.61,32.58,2193.9,3,0.8,85.7,29.6,3.11,85.7,1
10.63,43.85,64.5,64.13,41.2,8.91,14.0,480.2,4,1.22,53.2,304.9,32.73,84.7,1
2.25,26.48,70.15,91.04,39.21,2.13,41.45,1012.3,3,1.37,6.1,182.0,8.51,90.3,1
12.45,109.26,187.69,137.98,64.52,35.18,24.33,1368.9,4,0.57,76.7,138.1,8.51,98.7,1
6.73,55.54,120.79,96.38,44.72,7.89,41.84,1740.6,2,0.7,446.1,248.8,9.85,85.5,1
4.44,29.53,67.97,54.69,33.28,1.63,41.09,488.2,4,2.73,9.0,30.0,3.71,88.2,1
4.24,35.43,57.96,76.84,47.16,7.31,31.38,2132.9,2,3.63,203.6,454.0,0.79,84.2,1
4.19,25.63,70.92,77.9,53.14,14.86,44.5,385.1,3,0.07,26.1,56.8,6.3,95.0,1
4.02,17.62,36.71,56.27,31.51,0.0,42.32,2101.1,3,1.67,103.2,54.9,24.12,61.2,1
3.88,19.28,28.55,33.39,28.89,0.0,33.37,358.1,4,1.81,58.7,303.6,2.99,51.2,0
9.71,54.38,147.5,130.18,59.28,23.54,32.42,622.4,2,2.41,51.5,73.2,1.51,95.1,1
0.17,1.81,4.02,42.06,15.52,0.0,45.33,1980.7,5,2.13,245.2,319.7,0.92,43.8,0
1.76,8.87,21.09,34.82,34.16,0.0,37.97,2106.3,4,3.78,435.6,71.6,9.81,64.7,1
1.75,16.15,34.48,63.47,40.9,4.09,44.88,2362.8,2,0.15,58.7,144.0,0.13,52.0,0
3.34,15.63,40.14,46.78,25.88,0.0,15.69,543.0,4,0.88,122.7,47.2,21.16,32.8,0
8.91,72.72,105.18,107.48,48.95,18.39,36.84,1405.5,4,2.74,97.5,236.7,1.28,100.0,1
7.72,51.13,90.8,65.53,42.72,8.43,22.59,462.0,4,3.37,9.6,32.9,0.28,95.8,1
5.04,36.14,74.36,78.14,38.3,0.0,35.78,628.5,5,0.55,5.0,413.4,5.84,95.6,1
0.84,3.7,5.57,52.25,28.68,0.0,42.07,666.4,4,1.58,178.2,83.6,0.49,39.7,0
3.64,35.84,85.59,104.79,36.09,4.21,50.78,433.1,3,0.36,60.2,114.8,8.13,83.5,1
6.46,36.68,71.56,64.19,42.84,6.99,28.03,2175.3,4,3.43,44.1,4.4,15.48,98.0,1
0.84,8.03,14.3,34.16,28.37,0.0,31.53,565.3,4,2.36,508.7,669.8,1.8,35.1,0
4.46,22.33,31.37,28.23,27.93,0.0,35.19,1621.6,3,0.45,10.7,302.0,16.8,57.9,1
7.53,32.2,77.54,94.7,47.07,5.68,27.72,1614.1,3,1.76,37.6,106.6,0.01,80.4,1
6.39,41.55,106.67,99.92,50.75,13.26,44.32,717.2,5,1.28,233.2,455.2,0.08,94.2,1
5.79,35.5,69.33,67.39,46.71,13.7,35.4,2396.7,3,0.54,64.3,481.4,5.82,87.6,1
1.3,5.49,12.02,17.89,14.23,0.0,37.04,1029.5,3,4.02,105.3,137.1,14.16,37.4,0
3.91,23.18,39.84,73.5,29.06,0.0,41.27,2200.7,3,0.29,6.0,47.9,4.07,74.2,0
7.3,44.8,101.75,95.0,48.06,11.76,35.39,2291.4,4,1.13,303.5,120.2,4.96,95.4,1
6.33,35.48,50.27,50.41,18.04,0.0,29.05,2292.9,3,1.57,17.7,70.7,0.0,51.0,0
16.34,82.88,172.73,133.03,61.85,29.95,35.46,1881.0,4,3.12,28.8,107.0,0.06,99.1,1
4.12,41.94,96.53,79.93,42.15,4.42,28.72,833.0,2,0.29,20.5,436.2,31.73,76.8,1
3.14,14.3,38.4,57.04,36.44,0.0,36.92,553.4,4,1.69,82.6,59.6,2.17,58.3,1
1.63,10.56,20.42,60.12,21.48,0.0,44.47,1496.8,3,0.01,203.7,328.7,1.26,27.3,0
3.88,42.08,103.99,111.14,44.21,15.26,26.01,1056.1,4,3.11,37.3,492.8,1.51,97.5,1
0.74,3.48,7.78,30.77,27.08,0.0,22.97,2045.2,3,0.48,18.4,294.3,14.63,27.1,0
6.56,45.51,122.77,122.0,44.67,10.38,36.42,1864.5,2,2.3,63.3,134.9,10.18,95.4,1
10.81,111.4,218.1,165.8,68.64,41.97,29.47,880.6,3,1.66,479.8,149.4,38.64,99.6,1
7.03,37.46,69.18,61.32,37.2,4.19,36.27,335.7,5,0.09,1.3,308.3,1.3,92.4,1
6.03,26.24,69.34,94.32,30.73,0.0,38.72,798.4,4,0.36,84.1,8.2,0.83,63.1,1
9.12,39.49,58.01,56.38,27.78,0.0,17.78,1490.9,3,0.56,132.8,239.7,0.64,30.7,0
7.19,29.61,47.11,50.19,36.63,2.2,41.86,465.9,5,3.92,197.2,135.5,0.58,85.0,1
8.65,38.03,57.63,87.0,41.39,5.94,26.06,1682.4,4,1.18,164.5,91.1,7.57,89.3,1
8.6,107.06,276.26,190.59,88.0,48.0,35.81,1710.6,3,4.41,9.3,262.2,2.6,100.0,1
4.62,31.93,45.18,68.59,39.3,2.82,30.4,655.7,3,0.09,74.4,55.7,5.11,52.7,0
26.93,122.89,320.29,255.3,88.0,48.0,31.31,1552.3,3,0.01,9.8,406.6,5.94,100.0,1
12.53,88.08,178.96,144.35,57.34,27.85,50.4,1574.6,1,5.33,116.1,209.9,31.92,100.0,1
3.5,19.21,27.0,22.66,30.26,0.0,38.71,1303.8,4,2.32,9.6,169.6,14.76,77.2,1
0.93,5.07,9.95,28.35,19.61,0.0,43.69,2301.8,2,2.75,6.0,133.3,3.37,56.1,1
1.35,9.49,15.76,20.26,19.93,0.0,37.28,527.1,3,4.45,43.8,43.1,0.61,60.8,0
1.37,5.85,13.3,32.37,27.09,0.0,41.27,1153.9,4,7.5,335.3,172.7,11.52,84.3,1
1.65,9.95,23.39,55.76,16.17,0.0,39.55,2154.1,5,0.19,148.5,232.3,8.79,37.4,0
8.26,51.94,108.16,95.05,39.78,4.34,38.16,1111.3,1,0.31,0.5,2.1,17.49,93.0,1
2.46,9.85,14.34,33.76,27.82,0.0,45.41,1191.7,3,0.38,40.2,82.1,28.09,52.8,0
4.16,25.36,58.79,68.27,39.39,2.02,37.33,1703.4,3,3.07,2.1,321.6,50.65,99.6,1
8.15,73.87,190.5,155.0,74.16,37.89,55.42,1697.7,4,0.79,41.8,180.0,3.97,99.7,1
1.0,5.96,14.34,52.86,18.74,0.0,44.16,348.1,5,1.62,138.8,171.9,5.2,51.9,0
15.53,71.11,182.18,137.29,75.47,43.26,26.31,1257.0,1,3.48,171.1,46.7,0.03,96.2,1
3.22,15.16,25.48,58.54,31.22,0.0,34.5,1000.4,3,2.07,195.6,180.0,3.69,46.4,0
1.66,7.77,20.54,43.82,26.26,0.0,39.38,1618.2,1,0.12,288.9,277.6,34.03,21.7,0
9.88,49.33,91.31,77.88,38.5,5.42,36.38,1467.0,4,1.06,54.6,92.5,20.37,89.7,1
4.76,38.61,54.78,53.89,32.79,0.0,41.84,1666.8,2,0.13,238.2,36.2,21.35,52.8,0
16.68,73.62,189.98,144.74,78.22,44.96,42.77,1672.9,4,1.17,156.1,14.5,15.33,96.6,1
13.04,56.21,152.82,132.36,70.75,33.6,24.44,835.2,2,0.45,92.6,126.8,3.27,100.0,1
7.3,64.61,149.75,112.73,59.97,26.89,46.89,817.6,4,0.0,371.2,207.3,2.47,99.1,1
1.87,18.28,31.51,66.9,27.33,0.0,31.78,1077.6,2,3.02,354.2,32.0,2.36,42.3,0
5.25,21.34,37.4,55.18,29.5,0.0,30.93,808.1,3,6.28,273.5,98.5,1.84,82.8,1
13.01,57.17,117.39,122.71,54.52,19.27,30.91,1733.9,3,5.99,27.1,151.3,12.84,100.0,1
16.35,70.5,187.31,128.84,68.96,36.65,42.87,1566.0,2,0.64,28.0,30.5,17.2,98.1,1
38.08,165.09,265.7,193.12,77.03,48.0,33.73,754.4,2,3.18,277.5,56.6,12.92,97.0,1
4.67,27.16,69.43,51.16,46.6,11.03,30.36,2156.6,2,2.04,60.9,168.8,4.76,77.6,1
5.56,29.3,52.98,51.69,45.6,9.6,32.4,1267.4,1,2.9,191.6,232.4,5.49,75.8,1
10.57,61.17,154.9,144.47,59.7,27.06,20.75,566.8,2,3.37,139.4,181.9,0.81,100.0,1
2.25,25.36,68.17,50.96,32.69,0.0,28.84,747.2,3,7.07,172.4,225.1,16.54,89.6,1
20.47,99.04,197.92,153.28,74.6,48.0,25.46,1433.7,4,0.3,3.2,156.8,5.53,96.8,1
11.58,69.81,133.4,97.0,56.23,21.56,33.71,1010.7,4,2.64,67.4,325.2,12.95,93.0,1
5.03,26.48,66.81,67.19,44.68,10.87,41.65,2087.6,1,2.38,233.5,315.5,14.74,83.7,1
9.03,54.56,116.83,118.69,53.04,16.17,40.71,1338.9,2,0.61,80.8,286.4,2.1,90.8,1
10.17,62.17,146.61,128.33,56.29,24.69,46.68,2222.1,4,0.9,140.6,154.2,5.61,96.4,1
0.82,7.47,16.97,49.18,16.84,0.0,44.79,513.8,3,0.35,169.2,924.8,5.84,23.1,0
12.23,96.0,154.94,121.42,68.58,38.86,31.51,1704.0,2,4.4,15.4,7.2,10.0,100.0,1
4.17,39.0,100.73,112.97,51.8,14.4,36.16,2160.1,3,3.81,20.3,39.2,7.48,90.4,1
7.36,65.01,108.83,107.66,56.84,24.49,35.72,915.2,2,1.71,154.7,297.9,18.97,98.8,1
4.59,18.72,50.65,56.9,28.37,0.0,17.72,584.9,1,1.29,6.7,315.1,0.8,38.6,0
9.81,92.49,161.93,129.45,76.37,48.0,25.65,1259.0,4,0.48,50.2,307.4,3.49,97.1,1
3.99,31.75,77.08,96.44,31.12,0.0,34.58,2318.8,2,2.81,300.2,371.0,15.06,76.8,1
1.27,7.03,12.65,39.16,27.8,0.0,34.53,1630.3,5,0.01,102.5,98.9,1.04,27.0,0
16.05,87.34,161.14,141.53,53.66,25.57,40.35,1652.4,4,1.12,289.6,483.4,19.4,99.8,1
1.19,11.24,20.62,37.17,21.03,0.0,39.94,1710.2,4,3.55,44.4,42.2,0.43,63.4,1
5.11,23.78,58.19,52.89,45.66,8.08,20.95,383.5,3,1.73,121.5,497.5,5.02,55.3,1
23.27,109.0,237.56,191.98,88.0,48.0,40.41,1235.9,2,1.81,40.5,146.4,0.13,100.0,1
14.0,116.33,306.65,231.67,88.0,48.0,37.52,462.9,3,0.13,14.1,32.2,9.85,99.7,1
3.95,30.59,56.0,63.96,32.57,0.0,41.3,963.3,3,0.61,561.3,239.8,21.95,61.6,1
8.55,35.71,84.6,88.07,44.29,3.78,45.07,2025.4,5,2.02,23.3,63.1,0.23,100.0,1
5.87,26.62,65.33,56.84,41.38,1.58,34.79,1678.2,2,0.09,25.1,44.8,6.55,54.4,0
3.47,17.45,28.13,59.01,35.39,5.91,46.59,2390.7,4,0.72,221.4,34.0,0.57,65.2,1
1.76,18.68,36.63,71.48,27.52,0.0,28.44,661.5,3,0.79,194.5,5.4,0.99,28.7,0
7.02,46.44,96.4,107.76,37.32,7.54,27.96,1133.8,4,1.24,457.1,260.4,1.61,86.2,1
9.4,53.67,101.85,85.67,49.46,15.85,39.64,2000.2,3,0.81,8.9,120.0,0.15,93.7,1
6.46,57.77,106.93,92.78,47.2,17.06,32.87,753.0,3,1.09,11.9,693.1,5.42,97.7,1
9.25,59.2,139.77,132.23,51.33,13.21,38.22,622.8,5,1.43,71.5,104.1,1.06,97.2,1
3.27,17.97,30.59,51.66,30.35,0.0,52.94,1198.0,1,0.25,107.5,333.7,3.97,36.8,0
4.07,30.04,71.89,76.38,38.85,1.07,39.34,1105.8,2,0.36,4.7,620.1,22.67,82.9,1
1.86,8.75,23.69,62.1,28.47,0.0,37.8,2358.4,3,3.22,20.7,4.1,7.46,74.4,1
8.15,36.56,80.11,81.19,37.06,4.5,28.61,1258.1,3,1.11,145.8,20.0,1.0,65.0,1
4.74,35.14,79.28,79.7,45.12,10.57,21.55,2108.0,2,0.79,132.5,77.0,1.09,64.5,1
17.84,80.16,119.95,84.86,45.68,17.11,35.38,2164.7,1,1.02,11.3,367.4,0.53,92.0,1
2.47,25.35,66.16,51.13,33.56,0.0,45.07,631.5,1,0.35,322.0,327.6,4.66,29.8,0
3.36,15.1,27.17,22.99,26.15,0.0,33.26,1802.1,4,0.49,35.3,82.2,1.23,30.5,0
1.54,14.51,32.81,67.42,39.64,4.75,39.41,883.0,3,1.3,261.9,40.1,11.12,63.0,0
4.85,51.5,142.69,116.13,64.66,27.09,48.13,499.0,4,0.8,307.7,291.8,0.63,100.0,1
8.29,43.85,97.96,89.76,53.89,22.33,47.91,2136.9,3,1.16,80.8,163.5,28.02,100.0,1
0.75,4.69,11.33,50.41,31.68,0.0,39.64,914.1,4,0.29,63.7,5.8,13.41,43.2,0
2.82,12.02,24.32,48.22,48.43,8.98,37.45,1025.3,3,0.31,39.1,293.5,7.06,63.4,1
7.56,53.35,79.19,83.9,42.42,14.67,23.09,980.4,3,0.87,197.6,566.2,19.68,86.0,1
0.75,5.81,14.62,27.85,32.62,0.0,30.64,720.6,3,0.86,26.3,7.7,1.54,30.8,0
12.06,73.01,105.79,111.29,55.7,27.45,33.61,1212.5,1,3.87,116.8,60.6,0.02,96.7,1
6.82,43.33,103.17,79.52,54.86,25.06,28.76,1199.4,5,0.06,100.5,308.1,0.28,95.2,1
2.17,15.63,22.38,21.94,36.91,0.23,38.11,1158.4,4,8.89,34.3,158.2,7.28,97.0,1
1.98,10.01,26.09,30.58,24.79,0.0,52.25,2224.2,3,5.64,489.3,817.7,2.0,71.8,1
32.27,154.3,250.08,179.6,87.03,48.0,48.9,1013.5,5,1.41,224.7,444.8,15.95,100.0,1
4.14,18.42,39.04,43.08,32.85,0.6,38.07,363.8,3,2.28,2.5,35.3,6.26,90.0,1
7.49,30.51,68.21,79.51,38.0,6.71,42.63,674.7,3,4.93,65.8,201.8,27.34,100.0,1
7.49,59.74,121.89,94.03,56.04,26.94,29.81,1815.1,4,0.52,53.4,190.7,0.72,100.0,1
21.38,105.96,198.9,164.73,85.07,48.0,48.44,1540.8,3,0.68,257.3,21.1,0.28,100.0,1
22.73,154.62,317.74,215.63,88.0,48.0,22.72,2298.6,3,0.21,36.9,16.9,1.09,95.6,1
11.37,58.3,107.04,81.2,48.14,15.52,43.76,1758.3,3,1.49,776.4,151.7,3.04,96.2,1
3.97,24.69,49.72,60.21,34.97,0.0,40.21,707.9,3,0.31,26.8,92.8,1.6,65.6,1
1.23,4.94,9.39,52.59,21.26,0.0,29.58,553.4,2,4.81,33.5,141.9,0.19,52.0,0
11.6,56.89,124.74,124.76,43.44,16.36,34.23,1393.6,1,1.02,131.6,49.1,2.47,86.7,1
7.79,32.19,55.79,84.86,32.14,0.0,26.36,1697.1,5,4.54,21.1,146.4,0.17,96.0,1
5.0,22.52,62.71,75.03,41.68,1.69,26.72,647.8,3,0.41,263.6,87.0,3.75,39.9,0
20.79,89.06,187.12,157.04,81.02,48.0,22.48,1563.6,2,2.13,14.0,393.3,0.55,95.9,1
3.21,14.69,24.55,49.09,19.95,0.0,42.52,2116.6,4,1.88,491.2,65.8,8.98,50.1,0
4.27,27.01,55.85,69.33,28.68,0.0,46.25,1827.9,2,0.92,249.2,368.4,54.98,78.4,1
0.72,5.9,15.42,21.64,24.5,0.0,17.62,1694.8,2,4.12,219.7,89.0,3.41,20.8,0
4.0,28.0,40.05,55.5,18.76,0.0,51.63,1957.6,5,1.03,62.8,155.4,29.58,85.8,1
1.39,16.68,39.21,47.86,28.31,0.0,35.9,518.6,5,0.4,86.5,60.7,22.33,60.0,1
3.17,18.75,40.63,51.32,20.96,0.0,38.46,728.0,2,6.79,73.1,298.1,6.56,84.6,1
2.72,16.38,26.82,45.99,35.72,1.14,23.48,380.0,4,1.05,525.1,334.0,0.98,32.5,0
6.82,40.29,102.52,77.41,44.09,9.04,47.23,604.5,4,0.42,4.3,298.0,0.98,95.2,1
12.03,48.99,93.89,82.2,56.21,18.31,37.7,2217.7,3,0.81,57.7,183.8,0.04,100.0,1
8.32,35.4,64.12,49.53,44.63,9.44,45.68,766.5,3,1.71,414.5,65.4,2.29,83.9,1
12.75,118.62,303.59,246.42,88.0,48.0,46.38,1690.4,2,1.29,55.3,182.1,4.05,100.0,1
3.43,24.03,55.13,46.17,29.0,0.0,47.35,1752.3,2,1.81,61.0,577.2,5.79,58.3,1
3.56,23.44,62.3,57.13,36.28,1.37,30.49,1655.2,3,1.95,119.7,188.1,25.27,64.1,1
11.86,83.91,191.46,169.56,72.98,35.31,34.23,1463.2,4,0.24,285.4,563.9,5.81,96.7,1
4.65,21.53,52.47,60.83,36.77,0.0,30.8,1320.9,4,0.68,41.9,65.4,19.27,63.1,1
20.46,121.0,311.08,213.31,88.0,48.0,43.61,1181.8,2,2.49,353.9,336.7,1.84,99.2,1
1.9,10.74,15.85,32.6,28.92,0.0,38.83,2225.5,2,1.89,39.8,228.2,8.16,42.0,0
28.64,127.28,316.48,215.93,88.0,48.0,45.09,320.0,3,0.17,202.7,307.9,5.58,93.7,1
0.53,2.46,5.55,17.62,19.51,0.0,45.46,412.3,3,0.68,38.7,223.3,0.63,27.7,0
9.03,88.14,131.98,93.13,52.68,26.84,21.32,1334.3,1,4.82,9.1,117.8,12.05,98.6,1
5.32,26.4,55.76,60.97,34.5,0.0,47.48,994.1,3,3.57,200.8,208.8,0.02,85.1,1
27.67,179.63,272.21,218.24,88.0,48.0,44.08,1157.3,4,2.0,71.8,484.1,2.95,100.0,1
0.99,7.62,18.53,43.41,25.54,0.0,32.86,2395.5,2,0.14,59.5,97.3,16.48,21.7,0
3.42,38.65,83.68,86.68,43.94,7.74,38.97,1927.8,2,1.68,67.4,545.6,8.04,90.1,1
21.72,133.42,364.9,251.21,88.0,48.0,34.95,2142.6,2,0.02,113.5,9.1,2.08,100.0,1
4.28,30.48,50.48,53.29,44.73,10.91,41.24,1074.0,5,1.95,36.6,2.6,2.26,92.8,1
5.76,46.92,105.49,111.6,48.74,13.91,32.84,803.1,3,2.36,32.5,122.5,12.78,100.0,1
9.12,46.06,78.12,59.73,47.9,12.24,40.07,1912.8,3,1.24,79.3,339.7,0.24,89.1,1
5.88,27.91,63.07,84.6,39.04,2.34,36.57,1995.9,4,0.01,4.4,51.3,1.49,85.1,1
5.53,45.47,109.67,98.05,49.28,7.81,32.33,1454.8,3,1.98,123.6,212.8,6.43,90.7,1
3.64,41.12,99.14,107.12,47.05,13.01,37.62,2181.5,2,3.08,207.7,142.5,30.59,92.8,1
21.49,95.81,243.46,177.56,87.82,48.0,58.0,2331.4,4,1.59,156.0,61.8,1.2,91.2,1
